fecha,game_id,liga,local,visita,goles_local,goles_visita,xg_local,xg_visita,npxg_local,npxg_visita,tiros_local,tiros_visita,sot_local,sot_visita,cuota_h,cuota_d,cuota_a
2025-11-08,30312,bundesliga,Union Berlin,Bayern Munich,2,2,1.02778,1.34246,1.02778,1.34246,12,12,4,4,13.0,7.0,1.2
2025-11-09,30307,bundesliga,Ein Frankfurt,Mainz,1,0,1.77854,0.121469,1.77854,0.121469,14,3,4,0,1.83,4.0,3.9
2025-11-09,30308,bundesliga,Freiburg,St Pauli,2,1,1.66558,0.640748,1.66558,0.640748,8,7,4,2,1.83,3.5,4.5
2025-11-09,30311,bundesliga,Stuttgart,Augsburg,3,2,2.44526,1.90345,1.68748,1.90345,17,17,6,6,1.55,4.33,5.75
2025-11-21,30319,bundesliga,Mainz,Hoffenheim,1,1,2.88712,1.54404,2.88712,1.54404,17,19,3,5,2.6,3.6,2.7
2025-11-22,30314,bundesliga,Augsburg,Hamburg,1,0,1.61897,1.555,1.61897,1.555,13,15,6,6,2.35,3.5,2.9
2025-11-22,30315,bundesliga,Bayern Munich,Freiburg,6,2,3.13858,0.516966,3.13858,0.516966,22,8,8,2,1.17,8.0,13.0
2025-11-22,30316,bundesliga,Dortmund,Stuttgart,3,3,3.15124,1.80942,2.39346,1.80942,14,16,6,6,1.75,4.0,4.33
2025-11-22,30317,bundesliga,FC Koln,Ein Frankfurt,3,4,1.38923,2.44506,1.38923,2.44506,11,11,5,7,3.0,3.75,2.2
2025-11-22,30318,bundesliga,Heidenheim,M'gladbach,0,3,0.363207,2.79666,0.363207,2.03889,7,16,2,4,3.2,3.6,2.15
2025-11-22,30322,bundesliga,Wolfsburg,Leverkusen,1,3,2.07979,1.58644,2.07979,1.58644,21,7,10,3,3.5,3.75,2.0
2025-11-23,30320,bundesliga,RB Leipzig,Werder Bremen,2,0,2.42834,0.774872,2.42834,0.774872,22,15,13,6,1.45,5.0,6.0
2025-11-23,30321,bundesliga,St Pauli,Union Berlin,0,1,0.568717,0.398431,0.568717,0.398431,12,8,3,3,2.45,3.3,2.9
2025-11-28,30325,bundesliga,M'gladbach,RB Leipzig,0,0,0.388883,1.09232,0.388883,1.09232,8,20,1,4,2.88,3.7,2.3
